id_venta,fecha,producto,categoria,cantidad,precio_unitario,total_venta,metodo_pago,cliente_tipo,canal_venta,provincia,cluster
199,2024-03-16,Cuchara de madera,Cocina,5,4.36,21.8,Pago móvil,Nuevo,Instagram,Chimborazo,2
200,2024-01-28,Bandeja de madera,Hogar,4,24.1,96.4,Pago móvil,Frecuente,Instagram,Chimborazo,0
201,2024-06-12,Tabla de cortar,Cocina,1,11.75,11.75,Efectivo,Frecuente,Instagram,Pichincha,1
202,2024-12-22,Tabla de cortar,Cocina,4,10.87,43.48,Transferencia,Frecuente,Facebook Marketplace,Guayas,1
203,2024-05-11,Tabla de cortar,Cocina,1,17.06,17.06,Transferencia,Nuevo,Facebook Marketplace,Tungurahua,1
204,2024-01-25,Bandeja de madera,Hogar,1,15.09,15.09,Transferencia,Frecuente,Facebook Marketplace,Tungurahua,1
205,2024-11-01,Tabla de cortar,Cocina,4,16.37,65.48,Efectivo,Nuevo,Instagram,Cotopaxi,1
206,2024-05-03,Porta vasos,Hogar,3,6.01,18.03,Pago móvil,Nuevo,Tienda física,Guayas,2
207,2024-10-05,Bandeja de madera,Hogar,5,12.88,64.4,Efectivo,Frecuente,Facebook Marketplace,Tungurahua,1
208,2024-05-09,Organizador de escritorio,Hogar,3,13.26,39.78,Efectivo,Frecuente,Tienda física,Cotopaxi,1
209,2024-10-24,Cuchara de madera,Cocina,1,6.66,6.66,Tarjeta,Nuevo,Tienda física,Cotopaxi,2
210,2024-12-16,Decoración de pared,Decoración,2,16.77,33.54,Pago móvil,Frecuente,Instagram,Pichincha,1
211,2024-01-19,Tabla de cortar,Cocina,4,15.16,60.64,Tarjeta,Nuevo,Tienda física,Pichincha,1
212,2024-09-20,Tabla de cortar,Cocina,3,11.16,33.48,Pago móvil,Frecuente,WhatsApp,Tungurahua,1
213,2024-01-25,Organizador de escritorio,Hogar,3,11.1,33.3,Tarjeta,Frecuente,Tienda física,Cotopaxi,1
214,2024-07-16,Porta vasos,Hogar,4,14.01,56.04,Tarjeta,Nuevo,Facebook Marketplace,Azuay,1
215,2024-05-16,Porta vasos,Hogar,5,9.31,46.55,Efectivo,Frecuente,Tienda física,Chimborazo,2
216,2024-10-06,Decoración de pared,Decoración,2,29.9,59.8,Tarjeta,Frecuente,Tienda física,Tungurahua,0
217,2024-08-16,Bandeja de madera,Hogar,3,20.59,61.77,Pago móvil,Nuevo,Facebook Marketplace,Cotopaxi,0
218,2024-11-10,Porta vasos,Hogar,3,6.38,19.14,Pago móvil,Frecuente,Tienda física,Tungurahua,2
219,2024-09-19,Organizador de escritorio,Hogar,3,16.01,48.03,Transferencia,Nuevo,Instagram,Guayas,1
220,2024-03-05,Organizador de escritorio,Hogar,1,17.59,17.59,Efectivo,Nuevo,WhatsApp,Cotopaxi,0
221,2024-11-05,Porta vasos,Hogar,1,14.55,14.55,Transferencia,Frecuente,WhatsApp,Cotopaxi,1
222,2024-03-11,Porta vasos,Hogar,5,12.87,64.35,Tarjeta,Frecuente,WhatsApp,Azuay,1
223,2024-01-14,Bandeja de madera,Hogar,1,15.24,15.24,Transferencia,Frecuente,Facebook Marketplace,Guayas,1
224,2024-12-26,Tabla de cortar,Cocina,3,10.62,31.86,Pago móvil,Nuevo,WhatsApp,Azuay,1
225,2024-02-07,Porta vasos,Hogar,2,7.8,15.6,Pago móvil,Nuevo,Facebook Marketplace,Tungurahua,2
226,2024-12-07,Organizador de escritorio,Hogar,3,19.64,58.92,Tarjeta,Nuevo,WhatsApp,Cotopaxi,0
227,2024-07-04,Cuchara de madera,Cocina,2,6.56,13.12,Transferencia,Nuevo,Instagram,Pichincha,2
228,2024-07-03,Cuchara de madera,Cocina,1,6.95,6.95,Tarjeta,Frecuente,Instagram,Guayas,2
229,2024-09-02,Tabla de cortar,Cocina,4,8.66,34.64,Pago móvil,Frecuente,Tienda física,Pichincha,2
230,2024-08-26,Bandeja de madera,Hogar,4,20.35,81.4,Tarjeta,Nuevo,Instagram,Pichincha,0
231,2024-03-04,Porta vasos,Hogar,1,10.53,10.53,Transferencia,Frecuente,Instagram,Pichincha,1
232,2024-06-26,Bandeja de madera,Hogar,2,24.15,48.3,Tarjeta,Nuevo,WhatsApp,Pichincha,0
233,2024-03-05,Organizador de escritorio,Hogar,3,19.52,58.56,Tarjeta,Nuevo,Instagram,Guayas,0
234,2024-11-05,Decoración de pared,Decoración,5,13.08,65.4,Tarjeta,Nuevo,Tienda física,Tungurahua,1
235,2024-05-15,Tabla de cortar,Cocina,5,17.49,87.45,Transferencia,Frecuente,Tienda física,Chimborazo,0
236,2024-09-04,Organizador de escritorio,Hogar,3,15.0,45.0,Transferencia,Frecuente,WhatsApp,Chimborazo,1
237,2024-08-13,Tabla de cortar,Cocina,2,14.89,29.78,Pago móvil,Frecuente,Facebook Marketplace,Pichincha,1
238,2024-06-12,Bandeja de madera,Hogar,3,19.89,59.67,Tarjeta,Frecuente,Instagram,Cotopaxi,0
239,2024-05-03,Decoración de pared,Decoración,3,21.23,63.69,Pago móvil,Nuevo,WhatsApp,Chimborazo,0
240,2024-05-28,Cuchara de madera,Cocina,1,3.7,3.7,Pago móvil,Frecuente,Instagram,Pichincha,2
241,2024-04-07,Bandeja de madera,Hogar,3,24.14,72.42,Transferencia,Frecuente,Facebook Marketplace,Chimborazo,0
242,2024-07-20,Bandeja de madera,Hogar,1,18.47,18.47,Pago móvil,Nuevo,Instagram,Guayas,0
243,2024-09-10,Bandeja de madera,Hogar,3,12.63,37.89,Pago móvil,Frecuente,Tienda física,Tungurahua,1
244,2024-07-06,Porta vasos,Hogar,3,7.21,21.63,Pago móvil,Frecuente,Tienda física,Chimborazo,2
245,2024-07-04,Tabla de cortar,Cocina,2,13.7,27.4,Tarjeta,Nuevo,Facebook Marketplace,Guayas,1
246,2024-11-15,Porta vasos,Hogar,3,12.88,38.64,Efectivo,Nuevo,Tienda física,Chimborazo,1
247,2024-10-12,Bandeja de madera,Hogar,3,22.33,66.99,Tarjeta,Nuevo,Instagram,Guayas,0
248,2024-01-24,Decoración de pared,Decoración,1,18.03,18.03,Efectivo,Nuevo,WhatsApp,Chimborazo,0
249,2024-09-20,Decoración de pared,Decoración,5,19.14,95.7,Transferencia,Frecuente,WhatsApp,Pichincha,0
250,2024-10-30,Porta vasos,Hogar,3,14.92,44.76,Tarjeta,Frecuente,WhatsApp,Chimborazo,1
251,2024-08-01,Tabla de cortar,Cocina,1,11.68,11.68,Tarjeta,Nuevo,Facebook Marketplace,Cotopaxi,1
252,2024-10-22,Organizador de escritorio,Hogar,5,17.61,88.05,Transferencia,Nuevo,Facebook Marketplace,Pichincha,0
253,2024-07-13,Decoración de pared,Decoración,5,22.58,112.9,Transferencia,Nuevo,Tienda física,Guayas,0
254,2024-08-13,Organizador de escritorio,Hogar,1,10.21,10.21,Tarjeta,Frecuente,Instagram,Chimborazo,2
255,2024-11-09,Organizador de escritorio,Hogar,5,11.24,56.2,Pago móvil,Nuevo,Instagram,Guayas,1
256,2024-09-26,Cuchara de madera,Cocina,4,5.8,23.2,Pago móvil,Frecuente,Instagram,Chimborazo,2
257,2024-12-12,Decoración de pared,Decoración,3,16.85,50.55,Tarjeta,Frecuente,Instagram,Pichincha,1
258,2024-06-01,Bandeja de madera,Hogar,2,19.26,38.52,Tarjeta,Nuevo,Facebook Marketplace,Cotopaxi,0
259,2024-05-27,Porta vasos,Hogar,3,9.14,27.42,Efectivo,Frecuente,Facebook Marketplace,Cotopaxi,2
260,2024-12-31,Cuchara de madera,Cocina,3,4.45,13.35,Efectivo,Frecuente,Facebook Marketplace,Azuay,2
261,2024-04-13,Bandeja de madera,Hogar,2,21.72,43.44,Tarjeta,Frecuente,Instagram,Tungurahua,0
262,2024-05-04,Decoración de pared,Decoración,2,24.82,49.64,Efectivo,Nuevo,Instagram,Tungurahua,0
263,2024-02-21,Tabla de cortar,Cocina,4,12.13,48.52,Transferencia,Nuevo,Instagram,Chimborazo,1
264,2024-09-01,Organizador de escritorio,Hogar,4,19.29,77.16,Transferencia,Frecuente,WhatsApp,Cotopaxi,0
265,2024-11-29,Organizador de escritorio,Hogar,1,9.65,9.65,Transferencia,Nuevo,Instagram,Chimborazo,2
266,2024-07-22,Cuchara de madera,Cocina,1,7.67,7.67,Pago móvil,Nuevo,WhatsApp,Tungurahua,2
267,2024-02-24,Tabla de cortar,Cocina,5,10.98,54.9,Tarjeta,Frecuente,Facebook Marketplace,Azuay,1
268,2024-09-15,Decoración de pared,Decoración,2,20.49,40.98,Pago móvil,Frecuente,Instagram,Tungurahua,0
269,2024-11-27,Bandeja de madera,Hogar,4,14.11,56.44,Tarjeta,Nuevo,Tienda física,Azuay,1
270,2024-12-11,Bandeja de madera,Hogar,5,22.28,111.4,Transferencia,Nuevo,Facebook Marketplace,Chimborazo,0
271,2024-12-08,Decoración de pared,Decoración,4,16.56,66.24,Efectivo,Nuevo,Instagram,Chimborazo,1
272,2024-05-13,Bandeja de madera,Hogar,1,24.17,24.17,Pago móvil,Nuevo,Facebook Marketplace,Cotopaxi,0
273,2024-01-06,Bandeja de madera,Hogar,5,15.93,79.65,Tarjeta,Frecuente,Instagram,Tungurahua,1
274,2024-03-22,Organizador de escritorio,Hogar,3,10.3,30.9,Pago móvil,Frecuente,Tienda física,Azuay,1
275,2024-04-22,Bandeja de madera,Hogar,2,16.78,33.56,Transferencia,Frecuente,Instagram,Chimborazo,1
276,2024-07-31,Organizador de escritorio,Hogar,3,19.88,59.64,Pago móvil,Nuevo,Instagram,Azuay,0
277,2024-09-26,Decoración de pared,Decoración,1,27.46,27.46,Pago móvil,Frecuente,Tienda física,Guayas,0
278,2024-09-15,Tabla de cortar,Cocina,5,8.62,43.1,Transferencia,Nuevo,Instagram,Cotopaxi,2
279,2024-10-25,Decoración de pared,Decoración,2,18.84,37.68,Pago móvil,Nuevo,Facebook Marketplace,Tungurahua,0
280,2024-08-21,Porta vasos,Hogar,4,7.19,28.76,Efectivo,Frecuente,WhatsApp,Azuay,2
281,2024-04-21,Tabla de cortar,Cocina,1,11.96,11.96,Efectivo,Nuevo,Facebook Marketplace,Cotopaxi,1
282,2024-02-05,Organizador de escritorio,Hogar,1,9.7,9.7,Pago móvil,Nuevo,WhatsApp,Chimborazo,2
283,2024-07-10,Cuchara de madera,Cocina,4,6.84,27.36,Pago móvil,Frecuente,Facebook Marketplace,Chimborazo,2
284,2024-03-09,Tabla de cortar,Cocina,5,14.83,74.15,Tarjeta,Nuevo,Instagram,Guayas,1
285,2024-01-02,Porta vasos,Hogar,2,10.76,21.52,Efectivo,Frecuente,Facebook Marketplace,Azuay,1
286,2024-07-13,Organizador de escritorio,Hogar,5,14.99,74.95,Transferencia,Nuevo,Facebook Marketplace,Cotopaxi,1
287,2024-01-17,Cuchara de madera,Cocina,1,4.38,4.38,Pago móvil,Nuevo,Instagram,Pichincha,2
288,2024-08-16,Tabla de cortar,Cocina,1,9.01,9.01,Efectivo,Nuevo,Tienda física,Chimborazo,2
289,2024-01-29,Porta vasos,Hogar,2,8.11,16.22,Transferencia,Frecuente,Instagram,Azuay,2
290,2024-12-10,Decoración de pared,Decoración,5,16.38,81.9,Tarjeta,Nuevo,WhatsApp,Pichincha,1
291,2024-06-02,Organizador de escritorio,Hogar,4,14.73,58.92,Tarjeta,Nuevo,Instagram,Azuay,1
292,2024-01-25,Organizador de escritorio,Hogar,4,13.7,54.8,Tarjeta,Frecuente,WhatsApp,Azuay,1
293,2024-07-11,Porta vasos,Hogar,3,9.67,29.01,Transferencia,Frecuente,Instagram,Pichincha,2
294,2024-08-25,Bandeja de madera,Hogar,2,23.15,46.3,Efectivo,Frecuente,Facebook Marketplace,Guayas,0
295,2024-05-10,Decoración de pared,Decoración,2,12.68,25.36,Transferencia,Frecuente,Tienda física,Chimborazo,1
296,2024-01-27,Bandeja de madera,Hogar,2,13.2,26.4,Tarjeta,Frecuente,Tienda física,Tungurahua,1
297,2024-12-09,Cuchara de madera,Cocina,5,7.02,35.1,Transferencia,Frecuente,Instagram,Cotopaxi,2
298,2024-04-18,Bandeja de madera,Hogar,1,24.44,24.44,Transferencia,Nuevo,Facebook Marketplace,Pichincha,0
299,2024-07-22,Organizador de escritorio,Hogar,2,15.65,31.3,Transferencia,Frecuente,WhatsApp,Chimborazo,1
300,2024-06-06,Porta vasos,Hogar,3,10.8,32.4,Tarjeta,Frecuente,Facebook Marketplace,Chimborazo,1
301,2024-06-12,Tabla de cortar,Cocina,4,16.03,64.12,Transferencia,Frecuente,WhatsApp,Chimborazo,1
302,2024-03-15,Tabla de cortar,Cocina,2,13.63,27.26,Efectivo,Frecuente,Facebook Marketplace,Cotopaxi,1
303,2024-07-13,Cuchara de madera,Cocina,2,3.98,7.96,Transferencia,Frecuente,WhatsApp,Cotopaxi,2
304,2024-08-23,Porta vasos,Hogar,4,14.7,58.8,Transferencia,Frecuente,Instagram,Pichincha,1
305,2024-10-04,Organizador de escritorio,Hogar,2,15.01,30.02,Efectivo,Nuevo,Tienda física,Azuay,1
306,2024-03-11,Tabla de cortar,Cocina,4,15.64,62.56,Transferencia,Nuevo,Instagram,Tungurahua,1
307,2024-01-31,Cuchara de madera,Cocina,3,5.53,16.59,Pago móvil,Frecuente,Tienda física,Tungurahua,2
308,2024-01-09,Decoración de pared,Decoración,1,21.03,21.03,Tarjeta,Frecuente,Tienda física,Guayas,0
309,2024-02-24,Organizador de escritorio,Hogar,2,16.41,32.82,Efectivo,Nuevo,Instagram,Pichincha,1
310,2024-05-16,Decoración de pared,Decoración,3,20.53,61.59,Pago móvil,Nuevo,WhatsApp,Chimborazo,0
311,2024-06-02,Porta vasos,Hogar,2,11.09,22.18,Efectivo,Nuevo,Tienda física,Chimborazo,1
312,2024-01-29,Porta vasos,Hogar,4,9.39,37.56,Efectivo,Nuevo,Tienda física,Chimborazo,2
313,2024-10-16,Porta vasos,Hogar,3,11.8,35.4,Efectivo,Nuevo,Instagram,Pichincha,1
314,2024-05-18,Organizador de escritorio,Hogar,4,18.76,75.04,Efectivo,Nuevo,WhatsApp,Guayas,0
315,2024-06-10,Decoración de pared,Decoración,2,23.16,46.32,Efectivo,Nuevo,Instagram,Azuay,0
316,2024-03-24,Porta vasos,Hogar,3,14.36,43.08,Transferencia,Frecuente,WhatsApp,Chimborazo,1
317,2024-09-13,Organizador de escritorio,Hogar,1,10.54,10.54,Tarjeta,Nuevo,Tienda física,Chimborazo,1
318,2024-11-05,Cuchara de madera,Cocina,3,7.19,21.57,Pago móvil,Frecuente,Tienda física,Azuay,2
319,2024-09-08,Bandeja de madera,Hogar,4,22.19,88.76,Transferencia,Frecuente,Facebook Marketplace,Chimborazo,0
320,2024-02-13,Cuchara de madera,Cocina,4,6.4,25.6,Tarjeta,Nuevo,Tienda física,Tungurahua,2
321,2024-07-18,Bandeja de madera,Hogar,2,14.0,28.0,Tarjeta,Frecuente,Tienda física,Tungurahua,1
322,2024-07-03,Tabla de cortar,Cocina,4,17.43,69.72,Tarjeta,Nuevo,Instagram,Tungurahua,0
323,2024-10-11,Cuchara de madera,Cocina,5,5.15,25.75,Pago móvil,Nuevo,Tienda física,Tungurahua,2
324,2024-11-02,Bandeja de madera,Hogar,5,19.2,96.0,Tarjeta,Frecuente,Tienda física,Cotopaxi,0
325,2024-10-13,Porta vasos,Hogar,1,9.49,9.49,Transferencia,Nuevo,Facebook Marketplace,Pichincha,2
326,2024-09-09,Cuchara de madera,Cocina,3,4.34,13.02,Transferencia,Nuevo,Instagram,Chimborazo,2
327,2024-02-09,Bandeja de madera,Hogar,4,17.47,69.88,Tarjeta,Frecuente,Instagram,Azuay,0
328,2024-04-10,Organizador de escritorio,Hogar,5,14.45,72.25,Pago móvil,Nuevo,Instagram,Cotopaxi,1
329,2024-11-13,Tabla de cortar,Cocina,3,17.49,52.47,Pago móvil,Frecuente,Facebook Marketplace,Cotopaxi,0
330,2024-03-10,Porta vasos,Hogar,5,13.34,66.7,Tarjeta,Frecuente,Instagram,Chimborazo,1
331,2024-06-12,Bandeja de madera,Hogar,4,14.31,57.24,Tarjeta,Frecuente,Instagram,Cotopaxi,1
332,2024-07-05,Porta vasos,Hogar,4,8.52,34.08,Efectivo,Nuevo,Instagram,Azuay,2
333,2024-12-28,Decoración de pared,Decoración,4,10.54,42.16,Transferencia,Frecuente,WhatsApp,Azuay,1
334,2024-12-10,Tabla de cortar,Cocina,4,16.19,64.76,Pago móvil,Nuevo,WhatsApp,Pichincha,1
335,2024-07-12,Bandeja de madera,Hogar,4,20.56,82.24,Efectivo,Frecuente,Facebook Marketplace,Guayas,0
336,2024-10-05,Porta vasos,Hogar,4,10.81,43.24,Efectivo,Frecuente,Tienda física,Tungurahua,1
337,2024-03-26,Cuchara de madera,Cocina,3,6.29,18.87,Efectivo,Frecuente,WhatsApp,Chimborazo,2
338,2024-04-23,Tabla de cortar,Cocina,3,8.11,24.33,Transferencia,Frecuente,WhatsApp,Chimborazo,2
339,2024-12-19,Porta vasos,Hogar,5,12.95,64.75,Transferencia,Frecuente,Tienda física,Chimborazo,1
340,2024-02-29,Tabla de cortar,Cocina,1,10.95,10.95,Transferencia,Frecuente,WhatsApp,Cotopaxi,1
341,2024-09-04,Porta vasos,Hogar,5,13.06,65.3,Tarjeta,Frecuente,Tienda física,Chimborazo,1
342,2024-02-04,Organizador de escritorio,Hogar,3,16.66,49.98,Tarjeta,Nuevo,Tienda física,Tungurahua,1
343,2024-05-04,Bandeja de madera,Hogar,2,20.42,40.84,Transferencia,Nuevo,WhatsApp,Guayas,0
344,2024-07-26,Porta vasos,Hogar,2,14.63,29.26,Transferencia,Nuevo,Facebook Marketplace,Chimborazo,1
345,2024-08-18,Tabla de cortar,Cocina,2,15.37,30.74,Pago móvil,Frecuente,Tienda física,Azuay,1
346,2024-10-22,Cuchara de madera,Cocina,1,4.03,4.03,Efectivo,Nuevo,WhatsApp,Cotopaxi,2
347,2024-12-09,Cuchara de madera,Cocina,3,5.29,15.87,Pago móvil,Frecuente,Facebook Marketplace,Guayas,2
348,2024-06-29,Porta vasos,Hogar,3,11.28,33.84,Pago móvil,Nuevo,WhatsApp,Guayas,1
349,2024-06-09,Decoración de pared,Decoración,2,11.7,23.4,Efectivo,Nuevo,WhatsApp,Tungurahua,1
350,2024-09-18,Cuchara de madera,Cocina,2,4.87,9.74,Pago móvil,Frecuente,Instagram,Guayas,2
351,2024-11-21,Porta vasos,Hogar,4,9.81,39.24,Transferencia,Nuevo,Facebook Marketplace,Cotopaxi,2
352,2024-11-13,Cuchara de madera,Cocina,4,3.94,15.76,Efectivo,Frecuente,Tienda física,Chimborazo,2
353,2024-10-14,Cuchara de madera,Cocina,4,3.98,15.92,Pago móvil,Frecuente,Facebook Marketplace,Chimborazo,2
354,2024-03-26,Organizador de escritorio,Hogar,4,18.24,72.96,Efectivo,Nuevo,Instagram,Cotopaxi,0
355,2024-05-27,Tabla de cortar,Cocina,5,10.75,53.75,Transferencia,Frecuente,Facebook Marketplace,Guayas,1
356,2024-05-17,Decoración de pared,Decoración,1,12.26,12.26,Tarjeta,Nuevo,Facebook Marketplace,Guayas,1
357,2024-11-30,Cuchara de madera,Cocina,1,7.95,7.95,Transferencia,Frecuente,Tienda física,Chimborazo,2
358,2024-08-12,Bandeja de madera,Hogar,1,16.53,16.53,Efectivo,Nuevo,Instagram,Azuay,1
359,2024-11-19,Decoración de pared,Decoración,5,23.78,118.9,Pago móvil,Nuevo,Instagram,Pichincha,0
360,2024-06-28,Cuchara de madera,Cocina,5,7.03,35.15,Tarjeta,Nuevo,WhatsApp,Azuay,2
361,2024-09-20,Bandeja de madera,Hogar,3,15.76,47.28,Efectivo,Nuevo,Facebook Marketplace,Tungurahua,1
362,2024-12-25,Bandeja de madera,Hogar,2,23.27,46.54,Transferencia,Nuevo,Instagram,Azuay,0
363,2024-09-07,Bandeja de madera,Hogar,4,22.77,91.08,Transferencia,Frecuente,Facebook Marketplace,Chimborazo,0
364,2024-07-25,Porta vasos,Hogar,1,6.68,6.68,Tarjeta,Frecuente,Facebook Marketplace,Chimborazo,2
365,2024-08-22,Bandeja de madera,Hogar,1,19.57,19.57,Tarjeta,Nuevo,Facebook Marketplace,Pichincha,0
366,2024-05-17,Porta vasos,Hogar,4,13.42,53.68,Tarjeta,Frecuente,WhatsApp,Guayas,1
367,2024-06-24,Decoración de pared,Decoración,4,12.61,50.44,Efectivo,Nuevo,Tienda física,Azuay,1
368,2024-08-13,Porta vasos,Hogar,2,6.15,12.3,Pago móvil,Nuevo,Facebook Marketplace,Pichincha,2
369,2024-03-22,Organizador de escritorio,Hogar,3,19.0,57.0,Tarjeta,Nuevo,WhatsApp,Cotopaxi,0
370,2024-01-27,Tabla de cortar,Cocina,2,11.72,23.44,Pago móvil,Frecuente,Instagram,Chimborazo,1
371,2024-01-01,Organizador de escritorio,Hogar,1,10.0,10.0,Transferencia,Frecuente,Tienda física,Pichincha,2
372,2024-01-05,Decoración de pared,Decoración,4,14.52,58.08,Efectivo,Frecuente,Tienda física,Chimborazo,1
373,2024-04-27,Organizador de escritorio,Hogar,1,10.45,10.45,Pago móvil,Nuevo,Tienda física,Tungurahua,1
374,2024-03-11,Bandeja de madera,Hogar,3,16.78,50.34,Pago móvil,Nuevo,Instagram,Tungurahua,1
375,2024-11-28,Decoración de pared,Decoración,5,21.27,106.35,Transferencia,Frecuente,WhatsApp,Azuay,0
376,2024-07-29,Cuchara de madera,Cocina,2,6.14,12.28,Pago móvil,Nuevo,Tienda física,Tungurahua,2
377,2024-07-15,Cuchara de madera,Cocina,5,6.76,33.8,Tarjeta,Frecuente,WhatsApp,Pichincha,2
378,2024-05-07,Cuchara de madera,Cocina,1,4.38,4.38,Tarjeta,Nuevo,WhatsApp,Pichincha,2
379,2024-07-19,Decoración de pared,Decoración,2,22.14,44.28,Tarjeta,Nuevo,Instagram,Chimborazo,0
380,2024-11-22,Porta vasos,Hogar,4,7.01,28.04,Efectivo,Nuevo,WhatsApp,Cotopaxi,2
381,2024-08-03,Cuchara de madera,Cocina,5,4.93,24.65,Tarjeta,Nuevo,Facebook Marketplace,Tungurahua,2
382,2024-05-14,Tabla de cortar,Cocina,1,13.87,13.87,Transferencia,Nuevo,Tienda física,Chimborazo,1
383,2024-07-31,Decoración de pared,Decoración,5,15.73,78.65,Pago móvil,Frecuente,Tienda física,Azuay,1
384,2024-05-22,Decoración de pared,Decoración,2,20.75,41.5,Efectivo,Frecuente,Tienda física,Guayas,0
385,2024-10-01,Cuchara de madera,Cocina,2,7.87,15.74,Tarjeta,Frecuente,Tienda física,Cotopaxi,2
386,2024-01-30,Organizador de escritorio,Hogar,2,13.81,27.62,Transferencia,Nuevo,Facebook Marketplace,Tungurahua,1
387,2024-06-07,Porta vasos,Hogar,1,11.51,11.51,Transferencia,Nuevo,Tienda física,Azuay,1
388,2024-09-11,Cuchara de madera,Cocina,2,6.51,13.02,Tarjeta,Frecuente,Instagram,Cotopaxi,2
389,2024-03-01,Cuchara de madera,Cocina,3,6.75,20.25,Efectivo,Frecuente,Facebook Marketplace,Cotopaxi,2
390,2024-11-17,Decoración de pared,Decoración,5,11.28,56.4,Efectivo,Frecuente,Facebook Marketplace,Guayas,1
391,2024-03-26,Bandeja de madera,Hogar,5,12.72,63.6,Tarjeta,Nuevo,WhatsApp,Tungurahua,1
392,2024-04-26,Decoración de pared,Decoración,1,23.48,23.48,Efectivo,Nuevo,Tienda física,Pichincha,0
393,2024-03-17,Tabla de cortar,Cocina,4,12.72,50.88,Transferencia,Nuevo,Facebook Marketplace,Pichincha,1
394,2024-05-18,Bandeja de madera,Hogar,3,15.23,45.69,Efectivo,Frecuente,Tienda física,Guayas,1
395,2024-04-24,Organizador de escritorio,Hogar,2,18.92,37.84,Efectivo,Frecuente,Tienda física,Chimborazo,0
396,2024-06-16,Bandeja de madera,Hogar,3,22.06,66.18,Efectivo,Frecuente,Tienda física,Cotopaxi,0
397,2024-11-14,Cuchara de madera,Cocina,3,4.46,13.38,Transferencia,Frecuente,WhatsApp,Guayas,2
398,2024-10-06,Porta vasos,Hogar,2,14.98,29.96,Transferencia,Nuevo,Tienda física,Chimborazo,1
